workbook_label,workbook_file,defined_name,value,destinations,logical_area,ustaxes_files,direct_file_files,backend_files,coverage_status,notes
2024,24_1040.xlsx,AlienSpouseName,'1040'!$U$26,"[{""sheet"": ""1040"", ""coord"": ""$U$26""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,AlimonyPaid,'Sch. 1'!$AC$69,"[{""sheet"": ""Sch. 1"", ""coord"": ""$AC$69""}]",schedule_1,"[""src/forms/Y2025/irsForms/Schedule1.ts""]",[],"[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",missing_direct_file_mapping,Additional income and adjustments.
2024,24_1040.xlsx,AlimonyRcvd,'Sch. 1'!$AC$17,"[{""sheet"": ""Sch. 1"", ""coord"": ""$AC$17""}]",schedule_1,"[""src/forms/Y2025/irsForms/Schedule1.ts""]",[],"[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",missing_direct_file_mapping,Additional income and adjustments.
2024,24_1040.xlsx,AltMinTaxInc,'6251'!$M$38,"[{""sheet"": ""6251"", ""coord"": ""$M$38""}]",form_6251,"[""src/forms/Y2025/irsForms/F6251.ts""]","[""direct-file/backend/src/main/resources/tax/form6251.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Alternative minimum tax.
2024,24_1040.xlsx,AMT,'6251'!$R$63,"[{""sheet"": ""6251"", ""coord"": ""$R$63""}]",form_6251,"[""src/forms/Y2025/irsForms/F6251.ts""]","[""direct-file/backend/src/main/resources/tax/form6251.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Alternative minimum tax.
2024,24_1040.xlsx,AMTExemption,'6251'!$AC$171,"[{""sheet"": ""6251"", ""coord"": ""$AC$171""}]",form_6251,"[""src/forms/Y2025/irsForms/F6251.ts""]","[""direct-file/backend/src/main/resources/tax/form6251.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Alternative minimum tax.
2024,24_1040.xlsx,AMTExemptionFlag,'6251'!$AH$78,"[{""sheet"": ""6251"", ""coord"": ""$AH$78""}]",form_6251,"[""src/forms/Y2025/irsForms/F6251.ts""]","[""direct-file/backend/src/main/resources/tax/form6251.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Alternative minimum tax.
2024,24_1040.xlsx,AO_Credit,'8863'!$AE$33,"[{""sheet"": ""8863"", ""coord"": ""$AE$33""}]",form_8863,"[""src/forms/Y2025/irsForms/F8863.ts""]","[""direct-file/backend/src/main/resources/tax/form8863.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Education credits.
2024,24_1040.xlsx,AOC_1,'8863'!$AE$111,"[{""sheet"": ""8863"", ""coord"": ""$AE$111""}]",form_8863,"[""src/forms/Y2025/irsForms/F8863.ts""]","[""direct-file/backend/src/main/resources/tax/form8863.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Education credits.
2024,24_1040.xlsx,AOC_2,'8863'!$AE$170,"[{""sheet"": ""8863"", ""coord"": ""$AE$170""}]",form_8863,"[""src/forms/Y2025/irsForms/F8863.ts""]","[""direct-file/backend/src/main/resources/tax/form8863.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Education credits.
2024,24_1040.xlsx,AOC_3,'8863'!$AE$229,"[{""sheet"": ""8863"", ""coord"": ""$AE$229""}]",form_8863,"[""src/forms/Y2025/irsForms/F8863.ts""]","[""direct-file/backend/src/main/resources/tax/form8863.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Education credits.
2024,24_1040.xlsx,AOC_4,'8863'!$AE$288,"[{""sheet"": ""8863"", ""coord"": ""$AE$288""}]",form_8863,"[""src/forms/Y2025/irsForms/F8863.ts""]","[""direct-file/backend/src/main/resources/tax/form8863.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Education credits.
2024,24_1040.xlsx,Apt_No.,'1040'!$X$11,"[{""sheet"": ""1040"", ""coord"": ""$X$11""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,ArcherMSADeduct,'Sch. 1'!$AC$75,"[{""sheet"": ""Sch. 1"", ""coord"": ""$AC$75""}]",schedule_1,"[""src/forms/Y2025/irsForms/Schedule1.ts""]",[],"[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",missing_direct_file_mapping,Additional income and adjustments.
2024,24_1040.xlsx,BadBirthdate_Spouse,'1040'!$BA$115,"[{""sheet"": ""1040"", ""coord"": ""$BA$115""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,BadBirthdate_Yours,'1040'!$BA$90,"[{""sheet"": ""1040"", ""coord"": ""$BA$90""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,BadDeathDate,'1040'!$BH$115,"[{""sheet"": ""1040"", ""coord"": ""$BH$115""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,BASE_A1,'Tax Table'!$U$7,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$7""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A2,'Tax Table'!$U$8,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$8""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A3,'Tax Table'!$U$9,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$9""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A4,'Tax Table'!$U$10,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$10""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A5,'Tax Table'!$U$11,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$11""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A6,'Tax Table'!$U$12,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$12""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_A7,'Tax Table'!$U$13,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$13""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B1,'Tax Table'!$U$17,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$17""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B2,'Tax Table'!$U$18,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$18""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B3,'Tax Table'!$U$19,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$19""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B4,'Tax Table'!$U$20,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$20""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B5,'Tax Table'!$U$21,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$21""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B6,'Tax Table'!$U$22,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$22""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_B7,'Tax Table'!$U$23,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$23""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C1,'Tax Table'!$U$27,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$27""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C2,'Tax Table'!$U$28,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$28""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C3,'Tax Table'!$U$29,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$29""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C4,'Tax Table'!$U$30,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$30""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C5,'Tax Table'!$U$31,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$31""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C6,'Tax Table'!$U$32,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$32""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_C7,'Tax Table'!$U$33,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$33""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D1,'Tax Table'!$U$38,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$38""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D2,'Tax Table'!$U$39,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$39""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D3,'Tax Table'!$U$40,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$40""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D4,'Tax Table'!$U$41,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$41""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D5,'Tax Table'!$U$42,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$42""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D6,'Tax Table'!$U$43,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$43""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BASE_D7,'Tax Table'!$U$44,"[{""sheet"": ""Tax Table"", ""coord"": ""$U$44""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BeginningOfTaxYear,'1040'!$AY$2,"[{""sheet"": ""1040"", ""coord"": ""$AY$2""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,Birthday_Needed,'1040'!$AY$101,"[{""sheet"": ""1040"", ""coord"": ""$AY$101""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,BOTT_A1,'Tax Table'!$T$7,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$7""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A2,'Tax Table'!$T$8,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$8""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A3,'Tax Table'!$T$9,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$9""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A4,'Tax Table'!$T$10,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$10""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A5,'Tax Table'!$T$11,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$11""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A6,'Tax Table'!$T$12,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$12""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_A7,'Tax Table'!$T$13,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$13""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_B1,'Tax Table'!$T$17,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$17""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_B2,'Tax Table'!$T$18,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$18""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_B3,'Tax Table'!$T$19,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$19""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
2024,24_1040.xlsx,BOTT_B4,'Tax Table'!$T$20,"[{""sheet"": ""Tax Table"", ""coord"": ""$T$20""}]",tax_table,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Rate/table lookups for tax calculation.
